Abdominal_Lower,Abdominal_Obliques,Abdominal_Total,Abdominal_Upper,Back_Latissimus_Dorsi,Trapezius_and_Rhomboids,Arms_Biceps_Triceps,Calves_Gastrocnemius,Calves_Soleus,Chest_Pectoralis,Legs_Hamstrings,Legs_Quadriceps,Lower_Back_Erector_Spinae,Shoulders_Delts_and_Traps,Gluteals,Full_Body_Movements,Chest_and_Back,Hamstrings_and_Quadriceps,Deltoids_and_Lats,Quads_Hamstrings_Glutes,Full_Core,Abdominal_Total,Abdominal_Obliques,Abdominal_Lower,Abdominal_Upper,Lower_Back,Total Core
Full_Reverse_Crunch,Alternating_Heel_Touch,Front_Plank_from_knees,Bent-Knee-Sit-Up,Assisted-Pull-Up,Bent-Over-Alternating-Dumbbell-Row,Alternating-Dumbbell-Curl,Barbell-Calf-Raise,Seated-Calf-Raise,Alternating-Dumbbell-Bench-Press,Bent-Knee-Single-Leg-Hip-Lift  (bridge),Barbell-Diagonal-Lunge,Alternating-Superman,Arnold-Dumbbell-Press,Hip Thrust,Snatch,Alternating-Dumbbell-Bench-Press,Bent-Knee-Single-Leg-Hip-Lift  (bridge),Arnold-Dumbbell-Press,Barbell-Diagonal-Lunge,Full_Reverse_Crunch,Front_Plank_from_knees,Alternating_Heel_Touch,Full_Reverse_Crunch,Bent-Knee-Sit-Up,Alternating-Superman,Incline-Hip-Thrust
Incline-Hip-Thrust,Bent-Knee-Medicine-Ball-Hip-Rotation,Front-Plank-from-toes,Bent-Knee-Crunch,Close-Grip-Lat-Pulldown,Bent-Over-Barbell-Row,Alternating-Hammer-Curl,Calf-Press,Seated-Single-Leg-Calf-Raise,Barbell-Bench-Press,Elevated-Hip-Lift  (bridge),Barbell-Hack-Squat,Back-Raise,Barbell-Shoulder-Press,Glute Bridge,Clean,Barbell-Bench-Press,Elevated-Hip-Lift  (bridge),Barbell-Shoulder-Press,Barbell-Hack-Squat,Incline-Hip-Thrust,Front-Plank-from-toes,Bent-Knee-Medicine-Ball-Hip-Rotation,Incline-Hip-Thrust,Bent-Knee-Crunch,Back-Raise,Incline-Reverse-Crunch
Incline-Reverse-Crunch,Cable-Chop,Front-Plank,Crunch,Inverted-Pull-Up,Bent-Over-Dumbbell-Row,Barbell-Curl,Calf-Raise-Seated,,Chest-Press,Elevated-Single-Leg-Hip-Lift  (bridge),Barbell-Lunge,Quadruped-Alternating-Superman,Dumbbell-Alternating-Shoulder-Press,Step Ups,Hang Clean,Chest-Press,Elevated-Single-Leg-Hip-Lift  (bridge),Dumbbell-Alternating-Shoulder-Press,Barbell-Lunge,Incline-Reverse-Crunch,Front-Plank,Cable-Chop,Incline-Reverse-Crunch,Crunch,Quadruped-Alternating-Superman,Lying-Hip-Thrust
Lying-Hip-Thrust,Cross-Crunch,Side-Plank-from-knees,Crunch-toe-touch,Lat-Pulldown,Bent-Over-Hammer-Dumbbell-Row,Bicep-Curl,Calf-Raise-Standing,,Decline-Dumbbell-Bench-Press,Hip-Lift  (bridge),Barbell-Reverse-Lunge,Superman,Dumbbell-Front-Raise,Glute Kickbacks,Clean and Jerk,Decline-Dumbbell-Bench-Press,Hip-Lift  (bridge),Dumbbell-Front-Raise,Barbell-Reverse-Lunge,Lying-Hip-Thrust,Side-Plank-from-knees,Cross-Crunch,Lying-Hip-Thrust,Crunch-toe-touch,Superman,Reverse-Crunch
Reverse-Crunch,Cross-Crunch-with-Medicine-Ball,Side-Plank-hip-lift,Decline-Crunch,Pull-Up,Bent-Over-Long-Barbell-Row,Bottom-Top-Full-Curls,Dumbbell-Calf-Raise,,Decline-Smith-Machine-Bench-Press,Single-Leg-Hip-Lift,Barbell-Side-Lunge,Superman-Hold,Dumbbell-Shoulder-Press,Rope Pull Throughs,Clean and Press,Decline-Smith-Machine-Bench-Press,Single-Leg-Hip-Lift,Dumbbell-Shoulder-Press,Barbell-Side-Lunge,Reverse-Crunch,Side-Plank-hip-lift,Cross-Crunch-with-Medicine-Ball,Reverse-Crunch,Decline-Crunch,Superman-Hold,Reverse-Medicine-Ball-Crunch
Reverse-Medicine-Ball-Crunch,Decline-Cross-Sit-Up,Side-Plank-from-toes,Decline-Sit-Up,Reverse-Grip-Lat-Pullown,Bent-Over-Reverse-Grip-Barbell-Row,Cable-Curl,Single-Leg-Calf-Press,,Dumbbell-Bench-Press,Deadlift,Barbell-Split-Squat,,Dumbbell-Twisting-Shoulder-Press,Cable Hip Extensions,Squats,Dumbbell-Bench-Press,Deadlift,Dumbbell-Twisting-Shoulder-Press,Barbell-Split-Squat,Reverse-Medicine-Ball-Crunch,Side-Plank-from-toes,Decline-Cross-Sit-Up,Reverse-Medicine-Ball-Crunch,Decline-Sit-Up,Bird Dog,Alternating_Heel_Touch
,Decline-Sit-Up-with-Twist,Ab-Cycle,Heel-Touch,Reverse-Grip-Pull-Up,Bent-Over-Single-Arm-Long-Barbell-Row,Concentration-Dumbbell-Curl,Single-Leg-Dumbbell-Calf-Raise,,Dumbbell-Push-Up,Leg-Curl,Barbell-Squat,,Machine-Shoulder-Press,Lunges,Split Lunges,Dumbbell-Push-Up,Leg-Curl,Machine-Shoulder-Press,Barbell-Squat,Alternating_Heel_Touch,Ab-Cycle,Decline-Sit-Up-with-Twist,,Heel-Touch,Hyper-extension,Bent-Knee-Medicine-Ball-Hip-Rotation
,Reverse-Cable-Chop,Kneeling-Ab-Rollout,Sit-Up,V-Bar-Pull-Up,Machine-Row,Cross-Body-Hammer-Curl,Smith-Machine-Calf-Raise,,Elevated-Push-Up,Lying-Alternating-Leg-Curl,Barbell-Step-Up,,Seated-Dumbbell-Rear-Delt-Elbow-Raise,Deadlift,Prowler,Elevated-Push-Up,Lying-Alternating-Leg-Curl,Seated-Dumbbell-Rear-Delt-Elbow-Raise,Barbell-Step-Up,Bent-Knee-Medicine-Ball-Hip-Rotation,Kneeling-Ab-Rollout,Reverse-Cable-Chop,,Sit-Up,,Cable-Chop
,Seated-Medicine-Ball-Twist,Medicine-Ball-V-Up,Weighted-Crunch,Wide-Grip-Lat-Pulldown,One-Arm-Dumbbell-Row,Dumbbell-Curl,,,Flat-Bench-Press,Lying-Leg-Curl,Barbell-Walking-Lunge,,Single-Arm-Dumbbell-Shoulder-Press,Pistol Squats,Push Press,Flat-Bench-Press,Lying-Leg-Curl,Single-Arm-Dumbbell-Shoulder-Press,Barbell-Walking-Lunge,Cable-Chop,Medicine-Ball-V-Up,Seated-Medicine-Ball-Twist,,Weighted-Crunch,,Cross-Crunch
,Trunk-Rotator,V-Up,,Straight-arm-pull-down,Reverse-Incline-Dumbbell-Row,EZ-Bar-Curl,,,Incline-Alternating-Dumbbell-Bench-Press,Lying-Single-Leg-Curl,Diagonal-Lunge,,Smith-Machine-Shoulder-Press,Sumo Squat,Clean and Jerk,Incline-Alternating-Dumbbell-Bench-Press,Lying-Single-Leg-Curl,Smith-Machine-Shoulder-Press,Diagonal-Lunge,Cross-Crunch,V-Up,Trunk-Rotator,,,,Cross-Crunch-with-Medicine-Ball
,,Weighted-V-Up,,,Rope-Cable-Row,Hammer-Curl,,,Incline-Barbell-Bench-Press,Seated-Leg-Curl,Dumbbell-Diagonal-Lunge,,Barbell-Front-Raise,Sumo Deadlift,Step Ups,Incline-Barbell-Bench-Press,Seated-Leg-Curl,Barbell-Front-Raise,Dumbbell-Diagonal-Lunge,Cross-Crunch-with-Medicine-Ball,Weighted-V-Up,,,,,Decline-Cross-Sit-Up
,,,,,Seated-Cable-Row,Incline-Alternating-Dumbbell-Curl,,,Incline-Bench-Press,Single leg deadlift,Dumbbell-Lunge,,Bent-Over-Cable-Rear-Delt-Raise,Wide Leg Press,Box Jumps,Incline-Bench-Press,Single leg deadlift,Bent-Over-Cable-Rear-Delt-Raise,Dumbbell-Lunge,Decline-Cross-Sit-Up,,,,,,Decline-Sit-Up-with-Twist
,,,,,Seated-Row (pronated grip),Incline-Alternating-Hammer-Curl,,,Incline-Dumbbell-Bench-Press,Romanian Deadlift,Dumbbell-Reverse-Lunge,,Bent-Over-Dumbbell-Rear-Delt-Raise,Hex Bar Deadlift,Muscle Ups,Incline-Dumbbell-Bench-Press,Romanian Deadlift,Bent-Over-Dumbbell-Rear-Delt-Raise,Dumbbell-Reverse-Lunge,Decline-Sit-Up-with-Twist,,,,,,Reverse-Cable-Chop
,,,,,Seated-Row (neutral grip),Incline-Dumbbell-Curl,,,Incline-Hammer-Dumbbell-Bench-Press,Bulgarian Deadlift,Dumbbell-Side-Lunge,,Cable-Front-Raise,,Kettle Bell Swings,Incline-Hammer-Dumbbell-Bench-Press,Bulgarian Deadlift,Cable-Front-Raise,Dumbbell-Side-Lunge,Reverse-Cable-Chop,,,,,,Seated-Medicine-Ball-Twist
,,,,,Seated-Row (supinated grip),Incline-Hammer-Curl,,,Incline-Single-Arm-Dumbbell-Bench-Press,Conditioning Ball Reverse Jack Knife,Dumbbell-Split-Squat,,Cable-Lateral-Raise,,Press Up,Incline-Single-Arm-Dumbbell-Bench-Press,Conditioning Ball Reverse Jack Knife,Cable-Lateral-Raise,Dumbbell-Split-Squat,Seated-Medicine-Ball-Twist,,,,,,Trunk-Rotator
,,,,,Single-Arm-Cable-Row,Kneeling-Cable-Curl,,,Incline-Smith-Machine-Bench-Press,Suspended Reverse Mountain Climbers,Dumbbell-Squat,,Dumbbell-Lateral-Raise,,Sit up,Incline-Smith-Machine-Bench-Press,Suspended Reverse Mountain Climbers,Dumbbell-Lateral-Raise,Dumbbell-Squat,Trunk-Rotator,,,,,,Front_Plank_from_knees
,,,,,Single-Arm-Dumbbell-Row,Lying-Cable-Curl,,,Incline-Twisting-Dumbbell-Bench-Press,,Dumbbell-Step-Up,,Front-Plate-Raise,,Bench Press,Incline-Twisting-Dumbbell-Bench-Press,------------------------------------------,Front-Plate-Raise,Dumbbell-Step-Up,Front_Plank_from_knees,,,,,,Front-Plank-from-toes
,,,,,Single-Arm-Lat-Pulldown,Lying-Double-Biceps-Cable-Curl,,,Kneeling-Push-Up,,Dumbbell-Walking-Lunge,,Kneeling-Single-Arm-Cable-Rear-Delt-Raise,,Shoulder Press,Kneeling-Push-Up,Barbell-Diagonal-Lunge,Kneeling-Single-Arm-Cable-Rear-Delt-Raise,Dumbbell-Walking-Lunge,Front-Plank-from-toes,,,,,,Front-Plank
,,,,,Standing-Cable-Row,Lying-High-Cable-Curl,,,Machine-Bench-Press,,Forward-Lunge,,Lying-Dumbbell-External-Rotation,,Squat and press,Machine-Bench-Press,Barbell-Hack-Squat,Lying-Dumbbell-External-Rotation,Forward-Lunge,Front-Plank,,,,,,Side-Plank-from-knees
,,,,,Standing-Single-Arm-Cable-Row,Machine-Curl,,,Machine-Vertical-Bench-Press,,Lateral-Barbell-Squat,,Lying-Dumbbell-Rear-Delt-Raise,,Lunge and Press,Machine-Vertical-Bench-Press,Barbell-Lunge,Lying-Dumbbell-Rear-Delt-Raise,Lateral-Barbell-Squat,Side-Plank-from-knees,,,,,,Side-Plank-hip-lift
,,,,,Suspended Row ,Overhead-Double-Biceps-Cable-Curl,,,Medicine-Ball-Crossover-Push-Up,,Lateral-Barbell-Step-Up,,Lying-Single-Arm-Dumbbell-Rear-Delt-Raise,,Curl and Press,Medicine-Ball-Crossover-Push-Up,Barbell-Reverse-Lunge,Lying-Single-Arm-Dumbbell-Rear-Delt-Raise,Lateral-Barbell-Step-Up,Side-Plank-hip-lift,,,,,,Side-Plank-from-toes
,,,,,Kettlebell Row (double),Overhead-Rope-Cable-Curl,,,Push-Up,,Lateral-Squat,,Pec-Deck-Real-Delt-Extensions,,Tricep Dip,Push-Up,Barbell-Side-Lunge,Pec-Deck-Real-Delt-Extensions,Lateral-Squat,Side-Plank-from-toes,,,,,,Ab-Cycle
,,,,,Kettlebell Row (single),Preacher-Barbell-Curl,,,Single-Arm-Dumbbell-Bench-Press,,Lateral-Step-Up,,Reverse-Incline-Dumbbell-Rear-Delt-Raise,,Broard Jumps,Single-Arm-Dumbbell-Bench-Press,Barbell-Split-Squat,Reverse-Incline-Dumbbell-Rear-Delt-Raise,Lateral-Step-Up,Ab-Cycle,,,,,,Kneeling-Ab-Rollout
,,,,,,Preacher-Cable-Curl,,,Smith-Machine-Bench-Press,,Leg-Press,,Seated-Dumbbell-Rear-Delt-Raise,,Squat Jumps,Smith-Machine-Bench-Press,Barbell-Squat,Seated-Dumbbell-Rear-Delt-Raise,Leg-Press,Kneeling-Ab-Rollout,,,,,,Medicine-Ball-V-Up
,,,,,,Preacher-Dumbbell-Curl,,,Twisting-Dumbbell-Bench-Press,,Lunge,,Single-Arm-Cable-Lateral-Raise,,Walking Lunge,Twisting-Dumbbell-Bench-Press,Barbell-Step-Up,Single-Arm-Cable-Lateral-Raise,Lunge,Medicine-Ball-V-Up,,,,,,V-Up
,,,,,,Preacher-EZ-Bar-Curl,,,Wide-Grip-Push-Up,,Lying-Machine-Squat,,Cable-External-Rotation,,Back Extension,Wide-Grip-Push-Up,Barbell-Walking-Lunge,Cable-External-Rotation,Lying-Machine-Squat,V-Up,,,,,,Weighted-V-Up
,,,,,,Preacher-Hammer-Dumbbell-Curl,,,Cable-Crossover,,Machine-Hack-Squat,,Cable-Internal-Rotation,,Glute Bridge,Cable-Crossover,Diagonal-Lunge,Cable-Internal-Rotation,Machine-Hack-Squat,Weighted-V-Up,,,,,,Bent-Knee-Sit-Up
,,,,,,Preacher-Single-Arm-Dumbbell-Curl,,,Cable-Fly,,Reverse-Lunge,,,,Thruster,Cable-Fly,Dumbbell-Diagonal-Lunge,----------------------------------------------------------,Reverse-Lunge,Bent-Knee-Sit-Up,,,,,,Bent-Knee-Crunch
,,,,,,Reverse-Curl,,,Decline-Dumbbell-Fly,,Single-Arm-Barbell-Side-Squat,,,,Seated Row,Decline-Dumbbell-Fly,Dumbbell-Lunge,Assisted-Pull-Up,Single-Arm-Barbell-Side-Squat,Bent-Knee-Crunch,,,,,,Crunch
,,,,,,Rope-Cable-Curl,,,Dumbbell-Fly,,Single-Arm-Dumbbell-Side-Squat,,,,Inverted Body Row,Dumbbell-Fly,Dumbbell-Reverse-Lunge,Close-Grip-Lat-Pulldown,Single-Arm-Dumbbell-Side-Squat,Crunch,,,,,,Crunch-toe-touch
,,,,,,Seated-Alternating-Curl,,,High-Cable-Crossover,,Single-Leg-Barbell-Squat,,,,Hex Deadlift,High-Cable-Crossover,Dumbbell-Side-Lunge,Inverted-Pull-Up,Single-Leg-Barbell-Squat,Crunch-toe-touch,,,,,,Decline-Crunch
,,,,,,Seated-Alternating-Hammer-Curl,,,Incline-Cable-Fly,,Single-Leg-Box-Squat,,,,Farmers walk,Incline-Cable-Fly,Dumbbell-Split-Squat,Lat-Pulldown,Single-Leg-Box-Squat,Decline-Crunch,,,,,,Decline-Sit-Up
,,,,,,Seated-Dumbbell-Curl,,,Incline-Dumbbell-Fly,,Single-Leg-Dumbbell-Box-Squat,,,,,Incline-Dumbbell-Fly,Dumbbell-Squat,Pull-Up,Single-Leg-Dumbbell-Box-Squat,Decline-Sit-Up,,,,,,Heel-Touch
,,,,,,Seated-Hammer-Curl,,,Incline-Twisting-Dumbbell-Fly,,Single-Leg-Dumbbell-Squat,,,,,Incline-Twisting-Dumbbell-Fly,Dumbbell-Step-Up,Reverse-Grip-Lat-Pullown,Single-Leg-Dumbbell-Squat,Heel-Touch,,,,,,Sit-Up
,,,,,,Single-Arm-Barbell-Curl,,,Low-Cable-Crossover,,Single-Leg-Squat,,,,,Low-Cable-Crossover,Dumbbell-Walking-Lunge,Reverse-Grip-Pull-Up,Single-Leg-Squat,Sit-Up,,,,,,Weighted-Crunch
,,,,,,Single-Arm-Cable-Curl,,,Pec-Deck,,Smith-Machine-Squat,,,,,Pec-Deck,Forward-Lunge,V-Bar-Pull-Up,Smith-Machine-Squat,Weighted-Crunch,,,,,,-----------------------------------
,,,,,,Single-Arm-Dumbbell-Curl-with-Incline-Bench,,,Pec-Deck-Fly,,Split-Squat,,,,,Pec-Deck-Fly,Lateral-Barbell-Squat,Wide-Grip-Lat-Pulldown,Split-Squat,-----------------------------------,,,,,,Alternating-Superman
,,,,,,Spider-Curl,,,,,Step-Up,,,,,--------------------------------------------------------,Lateral-Barbell-Step-Up,Straight-arm-pull-down,Step-Up,Alternating-Superman,,,,,,Back-Raise
,,,,,,-------------------------------------------------------------,,,,,Walking-Lunge,,,,,Bent-Over-Alternating-Dumbbell-Row,Lateral-Squat,,Walking-Lunge,Back-Raise,,,,,,Quadruped-Alternating-Superman
,,,,,,Close-Grip-Bench-Press,,,,,Alternating-Leg-Extension,,,,,Bent-Over-Barbell-Row,Lateral-Step-Up,,Alternating-Leg-Extension,Quadruped-Alternating-Superman,,,,,,Superman
,,,,,,Forward-Lean-Dips,,,,,Leg-Extension,,,,,Bent-Over-Dumbbell-Row,Leg-Press,,Leg-Extension,Superman,,,,,,Superman-Hold
,,,,,,Assisted-Dips,,,,,Single-Leg-Extension,,,,,Bent-Over-Hammer-Dumbbell-Row,Lunge,,Single-Leg-Extension,Superman-Hold,,,,,,
,,,,,,Bench-Dips,,,,,,,,,,Bent-Over-Long-Barbell-Row,Lying-Machine-Squat,,------------------------------------------,,,,,,,
,,,,,,Diamond-Push-Up,,,,,,,,,,Bent-Over-Reverse-Grip-Barbell-Row,Machine-Hack-Squat,,Bent-Knee-Single-Leg-Hip-Lift  (bridge),,,,,,,
,,,,,,Dips,,,,,,,,,,Bent-Over-Single-Arm-Long-Barbell-Row,Reverse-Lunge,,Elevated-Hip-Lift  (bridge),,,,,,,
,,,,,,Machine-Dips,,,,,,,,,,Machine-Row,Single-Arm-Barbell-Side-Squat,,Elevated-Single-Leg-Hip-Lift  (bridge),,,,,,,
,,,,,,Decline-Dumbbell-Triceps-Extension,,,,,,,,,,One-Arm-Dumbbell-Row,Single-Arm-Dumbbell-Side-Squat,,Hip-Lift  (bridge),,,,,,,
,,,,,,Decline-EZ-Bar-Tricep-Extension,,,,,,,,,,Reverse-Incline-Dumbbell-Row,Single-Leg-Barbell-Squat,,Single-Leg-Hip-Lift,,,,,,,
,,,,,,Decline-Single-Dumbbell-Triceps-Extension,,,,,,,,,,Rope-Cable-Row,Single-Leg-Box-Squat,,Deadlift,,,,,,,
,,,,,,Decline-Single-Arm-Dumbbell-Triceps-Extension,,,,,,,,,,Seated-Cable-Row,Single-Leg-Dumbbell-Box-Squat,,Leg-Curl,,,,,,,
,,,,,,Dumbbell-Kickback,,,,,,,,,,Seated-Row (pronated grip),Single-Leg-Dumbbell-Squat,,Lying-Alternating-Leg-Curl,,,,,,,
,,,,,,Incline-EZ-Bar-Tricep-Extension,,,,,,,,,,Seated-Row (neutral grip),Single-Leg-Squat,,Lying-Leg-Curl,,,,,,,
,,,,,,Kneeling-Cable-Triceps-Extension,,,,,,,,,,Seated-Row (supinated grip),Smith-Machine-Squat,,Lying-Single-Leg-Curl,,,,,,,
,,,,,,Leaning-Overhead-Tricep-Extension,,,,,,,,,,Single-Arm-Cable-Row,Split-Squat,,Seated-Leg-Curl,,,,,,,
,,,,,,Low-Cable-Triceps-Extension,,,,,,,,,,Single-Arm-Dumbbell-Row,Step-Up,,Single leg deadlift,,,,,,,
,,,,,,Lying-Cable-Triceps-Extension,,,,,,,,,,Single-Arm-Lat-Pulldown,Walking-Lunge,,Romanian Deadlift,,,,,,,
,,,,,,Lying-EZ-Bar-Triceps-Extension,,,,,,,,,,Standing-Cable-Row,Alternating-Leg-Extension,,Bulgarian Deadlift,,,,,,,
,,,,,,Lying-Overhead-EZ-Bar-Tricep-Extension,,,,,,,,,,Standing-Single-Arm-Cable-Row,Leg-Extension,,Conditioning Ball Reverse Jack Knife,,,,,,,
,,,,,,Lying-Reverse-EZ-Bar-Triceps-Extension,,,,,,,,,,Suspended Row ,Single-Leg-Extension,,Suspended Reverse Mountain Climbers,,,,,,,
,,,,,,Lying-Single-Dumbbell-Triceps-Extension,,,,,,,,,,Kettlebell Row (double),Hex Bar Deadlift,,------------------------------------------,,,,,,,
,,,,,,Lying-Single-Arm-Dumbbell-Triceps-Extension,,,,,,,,,,Kettlebell Row (single),,,Hip Thrust,,,,,,,
,,,,,,Lying-Tricep-Extensions,,,,,,,,,,,,,Glute Bridge,,,,,,,
,,,,,,Overhead-Dumbbell-Triceps-Extension,,,,,,,,,,,,,Step Ups,,,,,,,
,,,,,,Overhead-EZ-Bar-Triceps-Extension,,,,,,,,,,,,,Glute Kickbacks,,,,,,,
,,,,,,Overhead-Rope-Cable-Tricep-Extension,,,,,,,,,,,,,Rope Pull Throughs,,,,,,,
,,,,,,Overhead-Single-Dumbbell-Tricep-Extension,,,,,,,,,,,,,Cable Hip Extensions,,,,,,,
,,,,,,Overhead-Single-Arm-Cable-Tricep-Extension,,,,,,,,,,,,,Lunges,,,,,,,
,,,,,,Overhead-Single-Arm-Dumbbell-Tricep-Extension,,,,,,,,,,,,,Deadlift,,,,,,,
,,,,,,Reverse-Tricep-Pushdown,,,,,,,,,,,,,Pistol Squats,,,,,,,
,,,,,,Rope-Triceps-Pushdown,,,,,,,,,,,,,Sumo Squat,,,,,,,
,,,,,,Single-Arm-Towel-Triceps-Pushdown,,,,,,,,,,,,,Sumo Deadlift,,,,,,,
,,,,,,Single-Arm-Triceps-Pushdown,,,,,,,,,,,,,Wide Leg Press,,,,,,,
,,,,,,Towel-Triceps-Pushdown,,,,,,,,,,,,,,,,,,,,
,,,,,,Tricep-Extensions,,,,,,,,,,,,,,,,,,,,
,,,,,,Tricep-Pushdown,,,,,,,,,,,,,,,,,,,,
,,,,,,Tricep-Pushdown,,,,,,,,,,,,,,,,,,,,
,,,,,,V-Bar-Tricep-Pushdown,,,,,,,,,,,,,,,,,,,,
